Landgrabbed	Landgrabber	Base	Sector	Hectares	Production	Projected investment	Status of deal	Summary
Sierra Leone	Biopalm Energy	India	Agribusiness	80,000	Oil palm		Done	Biopalm Energy is a subsidiary of Singapore-based Siva Group, owned by Indian billionaire C. Sivasankaran. The company is also seeking 80,000 ha in Sierra Leone and other lands in Ghana, Argentina, Côte d'Ivoire and DR Congo to produce palm oil for export to India. In February 2011, Biopalm acquired a 50% stake in the Liberian operations of Equatorial Palm Oil, which has a landbank of 169,000 ha in the country. Sivasankaran is a significant shareholder in several other companies acquiring farmland overseas. 
Sierra Leone	Sepahan Afrique	Iran	Agribusiness	10,000	Oil palm, rice		Done	Sepahan Afrique is an Iranian conglomerate that has acquired 10,117 ha in the Marampa and Buya Romende chiefdoms of the Port Loko region of Sierra Leone. The company plans to develop rice and palm-oil production, and to build a factory for the processing of palm oil and other edible oils. According to Business Insider, landowners in the project area were summoned to the Iranian embassy for an urgent meeting in 2007, where they say they were forced to sign the agreement "under duress" after being informed that the Iranian investors were leaving the next morning and that they had to sign before reading the agreement. They say they signed because they "could not violate the authorities".
Sierra Leone	FELDA	Malaysia	Government	2,500	Palm oil	US$15 million	Done	The Government of Malaysia's Federal Land Development Authority (Felda) is the world’s largest owner and manager of plantation land. With the financial support of the Malaysian government and the Islamic Development Bank, it launched a project with the Government of Sierra Leone to develop a Felda-style oil-palm settler scheme on 1,600 hectares in Southern Bonthe province (Mattru). The Oakland Institute reports that the total area allocated for the project is 2,500 ha. Rather than buy land, FELDA says that it wants to replicate its smallholder cooperative model in Africa and sell planting materials and technical expertise in exchange for long-term supplies.
Sierra Leone	Goldtree Holdings	Mauritius	Agribusiness	5,200	Oil palm	US$65 million	Done	In August 2010, Goldtree Holdings, a company registered in Mauritius, signed an MoU with the Government of Sierra Leone to set up a large-scale oil-palm plantation in the Kailahun district. The project is backed by the Agence Française de Développment, which has committed US$10 million to the project through the African Agriculture Fund, and FinnFund.
Sierra Leone	Quifel Natural Resources	Portugal	Agribusiness, energy	126,000	Cassava, pineapple, rice, vegetables		Done	Quifel Natural Resources is part of Portugal's Quifel Group, a holding company controlled by Portuguese aristocrat, businessman and amateur racing-car driver Miguel Maria de Sá Pais do Amaral, which is involved in multiple sectors, from insurance and real estate to agriculture and energy. Quifel began investing in farmland through the development of palm-oil production in Brazil. With land prices rising in Brazil, the company turned its attention to Africa in 2007, where it decided to focus on acquiring large land concessions in coastal East African countries for oilseeds, and West African countries for fruit and vegetables. So far Quifel has acquired land in Mozambique, Angola and Sierra Leone. In Sierra Leone, it has three 49-year leases covering 126,000 ha in Upper Kowa, Loko Masama and the Lower Masimera Chiefdom.
Sierra Leone	Addax Bioenergy	Switzerland	Energy	15,500	Sugar cane	US$788 million	Done	Addax Bioenergy Sierra Leone Ltd is a subsidiary of Addax & Oryx, a Swiss-based energy corporation. In 2010, the company acquired long-term lease rights to over 15,000 ha of land in Bombali District, Northern Province, Sierra Leone, where it intends to establish sugar-cane plantations, mainly for the production of ethanol for European markets. Over half of the investment in the project has been provided by development banks, including the European Investment Bank, Swedfund and the African Development Bank. A 2011 report by the Switzerland's Pain pour le Prochain uncovered a number of fiscal exemptions, social and environmental impacts and illegitimate agreements with local authorities that contradict the company's efforts to paint its project as socially and environmentally responsible. 
Sierra Leone	Agriterra	UK	Agribusiness	45,000	Oil palm		Done	Through its acquisition of Red Bunch Ventures in 2011, Guernsey-based Agriterra acquired a 50-year lease (with an option to renew for a further 21 years) over approximately 45,000 ha of agricultural land in the Pujehun District in the Southern Province of Sierra Leone, where it intends to develop palm-oil plantations. Agriterra, which was established by mining venture capitalist and former England cricket international Phil Edmonds, also owns cattle ranches and maize farms in Mozambique, covering nearly 17,000 ha, with plans to expand to over 20,000 ha in the near future. 
Sierra Leone	Caparo Group	UK	Industrial	43,000	Oil palm		Done	Sierra Leone Agriculture is a subsidiary of UK-based Caparo Group, which is owned by Baron Swraj Paul, an Indian-born, British-based business magnate and Labour politician close to former Prime Minister Gordon Brown. According to the Oakland Institute, the company has leased 43,000 ha on a 45-year renewable lease in the Port Loko Disrict, where the company plans to establish oil-palm plantations on 40,000 ha by 2017. Caparo is also pursuing 30,000 ha in Namibia.
Sierra Leone	Farm Lands of Guinea, Inc	UK	Agribusiness	11,900	Rice		In process	Farm Lands of Guinea (FLG) is a company based in Gibraltar and registered in the British Virgin Islands. On 16 September 2010, with a military junta in control of the Government of Guinea, FLG signed agreements with Guinea's Ministry of Agriculture giving it 99-year lease rights to over 100,000 ha of agricultural land, where it intends to grow maize and soybeans. Late in 2011, FLG reported that its representatives had been in The Gambia prospecting for lands, and that it had made a proposal to Mali's Minister of Agriculture for 10,000 ha in the Office du Niger. In Sierra Leone, FLG is pursing the acquisition of 11,900 ha to the west of the River Tai for the large-scale production of rice. 
Sierra Leone	GreenWorld BVI	UK	Finance	1,250	Rice		Done	GreenWorld BVI is a company incorporated in the British Virgin Islands that manages several funds dedicated to the acquisition of farmland. One of its funds, AgriCapital, has acquired a 49-year lease on 1,250 ha in south-central Sierra Leone and is raising funds to establish a rice farm on the land by selling shares in the project for £1,950 per acre. In January 2012, GreenWorld BVI said that its African farmland investment paid an initial dividend of 16.2% to its investors and that the value of the land has increased by nearly 30% in the last year. GreenWorld has similar farmland investment projects in Lithuania and Australia.
Sierra Leone	Whitestone Charles Anderson	UK	Finance	112,000			Done	According to an Oakland Institute report from 2011, a British national representing a company called Whitestone attempted to acquire a 112,000-ha landholding in the northern Koinadugu District. A “temporary” lease for the land was reportedly signed in January 2010, and Whitestone – described as a “kind of broker” – now plans to sub-lease the land to others.
Sierra Leone	Long Van 28 Company	Vietnam	Agribusiness	200,000	Rice		In process	The Long Van 28 Company began cooperating with the Vietnam-Africa Agro-aquaculture Development Company (VAADCO) in studying Sierra Leone as a site for it to invest in rice production in 2006. Based on the results achieved by VAADCO, Long Van 28 announced in December 2011 that it would pursue the production of rice on 200,000 ha in the country and that it was seeking support from the Government of Vietnam. VAADCO, a Vietnamese and British joint venture, is pursuing rice production in Nigeria. Mozambique and Sudan. 
Slovakia	Germanagrar	Germany	Real estate	5,167			Done	Germanagrar is a German company based in Hamburg that manages over €500 million in farmland investments in Eastern Europe on behalf of its clients. The company typically identifies properties for its clients, arranges the acquisition and often manages the farms. A full list of its holdings is not available.
South Africa	Emvest	UK	Finance	13,900	Maize, soybeans, vegetables		Done	UK private equity firm Emergent Asset Management launched an African Agricultural Land Fund in 2007 and has since acquired at least 30,000 ha in South Africa, Zambia, Mozambique, Swaziland and Zimbabwe. Emvest was set up as a joint venture between Emergent and South African agribusiness company RusselStone to put the African Agricultural Land Fund into operation. Emvest has five farms in South Africa of over 1,000 ha each.
South Sudan	Canadian Economic Development Assistance for Southern Sudan (CEDASS)	Canada	NGO	12,200	Crops (sorghum)		Done	CEDASS' Jebel Lado Project aims to establish one of the first mechanized farming operations in South Sudan on a 12,200-ha concession that it leases. The objective of the project is to bring together "Canadian farmers, farm associations, businesspeople and worldwide agricultural organizations to teach the Sudanese how to plant, grow and harvest larger crops to feed themselves, their families and, eventually, the neighboring city of Juba". The project also supplies the World Food Programme.
South Sudan	Citadel Capital	Egypt	Finance	105,000	Cotton, maize, sorghum, sugar, sunflower, wheat		Done	Citadel Capital is Egypt's largest private equity company. In 2007 it launched the Wafra Fund to invest in agriculture in Sudan. In Sudan, the fund has since acquired 106,680 ha for wheat farming, by way of its subsidiary Sabina, and 25,210 ha for rice production, by way of another subsidiary, Al-Nahda for Integrated Solutions. In South Sudan, Wafra acquired a 25-year lease on 105,000 ha through its subsidiary, Concord, previously known as the Sudanese Egyptian Agricultural Crops Company. Citadel also owns the largest dairy farm in Egypt, food companies in Ethiopia, and is considering food transport and farmland acquisitions in Kenya and Uganda. In November 2011, the US government's Overseas Private Investment Corporation provided Citadel with a US$150-million loan package to help expand its subsidiaries. 
South Sudan	Egypt	Egypt	Government	16,800	Rice		In process	Norwegian People's Aid reports that the Egyptian government approached the Ministry of Agriculture of the Western Bhar-Al-Ghazal State in 2008 to lease 16,800 ha of land for the construction of a large-scale irrigated rice project.
South Sudan	African Commercial Development	Mauritius	Agribusiness	24,300			Done	Joint Aid Management (JAM) is a South African non-profit organisation involved in numerous development projects in Africa, including a USAID project in Jonglei State, South Sudan to support food security and agriculture. JAM's founder Peter Pretorius and its CEO Isak Pretorius also run a private company based in Mauritius, African Commercial Development (ACD), that "leverages JAM's capabilities and partners" in ventures that seek to "own or control as much of the value chain as possible, 'seed to folk', in the agribusiness sector". Norwegian People's Aid reports that JAM and ACD signed a 30-year lease with the Ministry of Agriculture of the Western Equatoria State covering 24,300 ha in 2010.
South Sudan	Prince Budr Bin Sultan 	Saudi Arabia	Government	105,000		US$125,000/yr (land lease)	Done	Prince Badr is the son of HRH Crown Prince Sultan bin Abdul Aziz of Saudi Arabia. Norwegian People's Aid reports that he signed a 25-year lease with the Unity State government of South Sudan in 2010 covering 105,000 ha at a cost of US$125,000 per year. 
South Sudan	Eyat Oilfield Services	Sudan	Energy	162,000			Done	Norwegian People's Aid reports that Eyat Oilfield Services, a company controlled by Northern Sudanese investors, acquired a 99-year lease in 2010 on 162,000 ha of land in the Ezo and Tambura counties of West Equatorial State, Sudan.
South Sudan	Jarch Management	US	Finance	400,000	Cereals, flowers, fruit, oil seeds, vegetables		Done	In January 2009, Jarch acquired a 70% interest in Leac, a company controlled by Gabriel Paulino Matip Nhial, the eldest son of Sudan People’s Liberation Army (SPLA) deputy commander-in-chief, Paulino Matip. As part of the deal, Jarch acquired a lease covering 400,000 ha of farmland under the control of Matip, with options to acquire more. Paulino Matip joined the advisory board of Jarch Management as vice-chairman in 2007, followed by his son in December 2009. In October 2010, another South Sudan warlord, General Gabriel Tanginye, joined Jarch's advisory board shortly after officially joining the SPLA. On its website, Jarch claims to have commenced its agribusiness activities in South Sudan.
South Sudan	Nile Trading and Development Inc.	US	Finance	600,000			Done	In March 2008 Nile Trading and Development (NTD), a Texas-based company, entered into a 49-year lease agreement with Mukaya Payam Cooperative, a organisation that presents itself as the representative of the local community. The project is located in Lainya county, Central Equatoria State. The Oakland Institute reports that the Mukaya Payam Cooperative is a fictitious cooperative. A 2011 petition handed to the state governor in Juba states that, “we the chiefs, elders, religious leaders and the youth of Mukaya Payam, unanimously, with strong terms condemn, disavow and deny the land lease agreement reached on 11 March 2008 between the two parties". 
Spain	Al Dahra	UAE	Agribusiness	5,050	Alfalfa		Done	In August 2010, Abu Dhabi’s Al Dahra Agricultural Company, one of the main suppliers of animal feed to the UAE, said it was halfway through the implementation of a plan to produce feed and food crops on 60,700 ha of farmland in Europe, the US, South Asia and North Africa to boost the UAE’s food security. The company cultivates alfalfa on 5,050 ha that it controls under long-term lease in Spain.
Sudan	Pinosso Group	Brazil	Agribusiness	100,000	Cotton, soybeans		Done	In Sudan the company has a 50-50 joint venture with the Arab Sudanese Blue Nile Agricultural Company (Agadi), which is part-owned by the Government of Sudan. The venture has 12,000 ha under crops (2011) but will expand to 100,000 ha. It is also pursuing farmland deals in Mozambique.
Sudan	ZTE	China	Telecommunications	10,000	oil seeds		Done	In 2009, ZTE set up a China-Sudan Agricultural Experimental Park in Melovue, Sudan, to study the production of wheat and maize. The following year, the Sudan News Agency reported that the Government of Sudan had allocated ZTE 10,000 ha within the "framework of the joint cooperation between the two countries in the agricultural field toward moving from the stage of successful agricultural experiences to the stage of commercial production".
Sudan	Djibouti	Djibouti	Government	4,200			Done	In January 2009, the Government of Djibouti announced that its state-owned company, the Société Djiboutienne de Sécurité Alimentaire, which it created that year to enhance Djibouti's food security through the outsourcing of food production in other countries, had been allocated 4,200 ha by the Government of Sudan and 5,000 ha by Ethiopia for the production of wheat. The Ethiopian project will be financed by the African Development Bank while the project in Sudan will be financed by the Islamic Development Bank. Malawi's President Bingu Wa Mutharika also promised the President of Djibouti, Ismail Omar Guelleh, 55,000 ha of farmland, during his visit to Malawi in April 2009.
Sudan	Citadel Capital	Egypt	Finance	131,890	Cotton, maize, rice, sorghum, sugar cane, sunflowers, wheat		Done	Citadel Capital is Egypt's largest private equity company. In 2007 it launched the Wafra Fund to invest in agriculture in Sudan. In Sudan, the fund has since acquired a 30-year lease on 106,680 ha for wheat farming, by way of its subsidiary Sabina, and 25,210 ha for rice production, by way of another subsidiary, Al-Nahda for Integrated Solutions. In South Sudan, Wafra acquired 105,000 ha through its subsidiary, Concord, previously known as the Sudanese Egyptian Agricultural Crops Company. Citadel also owns the largest dairy farm in Egypt, food companies in Ethiopia, and is considering food transport and farmland acquisitions in Kenya and Uganda. In November 2011, the US government's Overseas Private Investment Corporation provided Citadel with a US$150-million loan package to help expand its subsidiaries. 
Sudan	Egypt	Egypt	Government	17,000	Meat		In process	In March 2011, AFP reported that Sudanese officials had confirmed that 17,000 ha of land in the White Nile State had been allocated to Egypt for a project to produce meat.
Sudan	Egypt	Egypt	Government	400,000	Maize, sugar, wheat		Done	In 2010, Reuters reported that Egypt and Sudan had signed a deal giving the Government of Egypt access to 400,000 ha of land within the Al Gezira project in Sudan for it to offer to private companies. Companies striking agreements with Egypt for portions of the land would also have to sign deals with the Government of Sudan, as is the case with an earlier deal between Jordan and Sudan.  
Sudan	"a joint Arab-foreign company"	Philippines	Agribusiness	25,000	Cereals and other crops		Done	In 1998, Jordan signed a 70-year protocol with the Government of Sudan that allocated the Kingdom 25,000 ha of farmland on the banks of the NIle. In 2010, the Jordan Times reported that Jordan's Ministry of Agriculture was in negotiations with an Arab-Philippines joint venture company based in the Philippines to provide them with the lands in exchange for the company's agreement to supply Jordan with produce at 10% below international market prices. Talks between the two sides had stalled because the company wanted to own the lands while the Protocol with Sudan only allows for a 30-year lease.
Sudan	Hassad Food	Qatar	Agribusiness	100,000		US$160 million	Done	Hassad Food is a US$1-billion company established by Qatar's sovereign wealth fund. It has been leading the country's quest to secure farmland overseas for the export of food to Qatar. So far, Hassad Food has acquired 13 large farms in Australia and facilities that will enable it to produce 150,000 sheep a year and up to 50,000 tonnes of wheat for export to Qatar, and 100,000 ha of land in Sudan. Negotiations are under way for Hassad to establish a company with US$100 million capital in Turkey for the production of sheep and 50,000 tonnes of wheat or barley, to establish a forage company in Brazil, and to set up rice farms in Vietnam, Pakistan and India.
Sudan	Almarai Co.	Saudi Arabia	Agribusiness	9,239	Maize, wheat	US$45.3 million	Done	In 2009, Hail Agricultural Development Cooperation (HADCO) began implementation of a project to grow wheat and maize on around 9,000 ha on which it has a 48-year lease in Sudan. The company announced that if the initial trials were successful it might expand the project to 90,000 ha. HADCO was fully acquired by Saudi Arabia's largest dairy company, Almarai, in July 2009.
Sudan	Foras International Investment Co	Saudi Arabia	Finance	126,000	Cereals	US$200 million	Done	Foras acquired the lands in Sennar State for the export production of cereals. Foras acts as the investment arm of the Organization of the Islamic Conference. Its main shareholders and founders are the Islamic Development Bank and several conglomerates from the Gulf region, including Sheikh Saleh Kamel and his Dallah Al Barakah Group, the Saudi Bin Laden Group, the National Investment Company of Kuwait and Nasser Kharafi, the world's 48th-richest person and owner of the Americana Group.
Sudan	National Agricultural Development Co (NADEC)	Saudi Arabia	Agribusiness	42,000			Done	NADEC operates several large-scale dairy and crop farms in Saudi Arabia. In recent years, it has begun to invest in overseas farm projects. In Sudan, in February 2010, it announced that it has acquired 42,000 ha in Sudan's Nile province. Investors in Nadec include the Al-Rajhi family and the Saudi Ministry of Finance's Public Investment Fund.
Sudan	South Korea	South Korea	Government	690,000	Wheat		Done	In 2009, three weeks after the Sudanese President Omar Hassan al-Bashir and Korean President Lee Myung-bak signed a cooperation agreement on agriculture, Sudan's ambassador to Korea told the Korea Times that 420,000 ha of land in Sudan's northern region and 270,000 ha in the central region "have been prepared for Korea" for the production of wheat. The ambassador said that a pilot programme would begin that year on 84,000 ha, and that the project would be a joint venture among Korean, Sudanese and Arab companies.
Sudan	Al Dahra	UAE	Agribusiness	34,800	Barley, cotton, hay, maize, sugar cane, sunflowers, wheat 		Done	In August 2010, Abu Dhabi’s Al Dahra Agricultural Company, one of the main suppliers of animal feed to the UAE, said that it was halfway through the implementation of a plan to produce feed and food crops on 60,700 ha of farmland in Europe, the US, South Asia and North Africa to boost the UAE’s food security. The company cultivates food and feed crops on 34,800 ha of land in the area of the Blue Nile in Sudan.
Sudan	Jenaan	UAE	Agribusiness	40,500			Done	Jenaan Investment is a private company established in Abu Dhabi in 2005 to invest in agricultural projects abroad. In 2007, it invested US$25 million in a 2,520-ha fodder farm and feed plant in Egypt. In 2009, it announced plans to invest US$250 million to acquire an additional 42,000 ha for the production of wheat. The company also has a 30-year renewable lease for 40,000 ha of land in Sudan. In 2010, Jenaan said that it would spend US$500 million over the next three years acquiring farmland in Tanzania, Ethiopia, the US and the Far East.
Sudan	Abu Dhabi Fund for Development	UAE	Government	29,400	Alfalfa		Done	Abu Dhabi acquired 29,400 ha through the Abu Dhabi Fund for Development. The fund will work in partnership with the Arab Authority for Agricultural Investment and Development, a pan-Arab agency based in Kartoum (Ref 2).
Sudan	Pharos Financial Group	UAE	Finance	156,000	Maize, peanuts, sorghum, sunflowers		In process	Dubai-based Pharos is evaluating a proposal to invest in a massive agricultural project in Central Sudan covering 156,000 ha with the possibility of expanding over another 830,000 ha. The company is already pursuing large-scale farming operations in Tanzania through a joint venture with AgriSol, and in Tanzania and Romania through a joint venture with Miro Holdings.
Sudan	Sayegh Group	UAE	Industrial	1,500,000			Done	The Sayegh Group is a conglomerate mainly involved in the production of paint, through its company National Paints. In September 2009 its owner, Saleem Sayegh, disclosed to Emirates Business 24/7 that it had acquired 1.5 million ha of agricultural land in the Nile Delta.  
Sudan	UAE investor	UAE		38,400		US$15 million	Done	In May 2010, the Sudan News Agency reported that an Emirates investor had been allocated 38,400 ha in Um-Jawaseer for a US$15-million irrigated agricultural project.
Swaziland	Fuel Ethanol and Agricultural Plantation	South Africa	Agribusiness	15,000	Sweet sorghum		In process	In January 2012, Swaziland's Minister of Agriculture Clement Dlamini announced that the South African company Fuel Ethanol and Agricultural Plantation would develop a sweet-sorghum plantation to produce ethanol. The project will be established along the Siphofanen/Lavumisa corridor. 
Swaziland	Emvest	UK	Finance	1,386	Cattle, potatoes, sugar cane		Done	UK private equity firm Emergent Asset Management launched an African Agricultural Land Fund in 2007 and has since acquired at least 30,000 ha in South Africa, Zambia, Mozambique, Swaziland and Zimbabwe. Emvest was set up as a joint venture between Emergent and South African agribusiness company RusselStone to put the African Agricultural Land Fund into operation. Emvest's farm in Swaziland, known as EI Ranch, was acquired in 2009. It produces vegetables, potatoes, sugar cane, other dry-land crops and cattle, with most of the vegetable production exported to Europe in compliance with GLOBALGAP standards.
Tajikistan	China	China	Government	110,000	Cotton, rice		Done	In January 2011, the Tajik parliament agreed to provide China with 110,000 ha of agricultural land in the Kumsangir and Bokhtar districts of southern Khatlon Province. Under the agreement,1,500 Chinese farmers will be brought in to work on the farms. 
Tanzania	Bhati Bangla Agrotec	Bangladesh	Agribusiness	30,000	Maize, pulses, rice	US$5.49 million	In process	Bhati Bangla Agrotec is owned by the Al Falah Group in Bangladesh. The company says it intends to bring 4,000 Bangladeshi farmers to Tanzania to work on the 30,000-ha farm it intends to establish there. 
Tanzania	FELISA	Belgium	Agribusiness	4,258	Oil palm		Done	FELISA, a Tanzanian-Belgian joint venture, has established an oil-palm plantation on 4,258 ha in the Kigoma Region of Tanzania. It is also pursuing another 5,000 ha of production through the development of an outgrower scheme with small-scale farmers.
Tanzania	Chongqing Seed Corp	China	Agribusiness	300	Rice seeds		Done	In 2008, China Daily reported that the Chongqing Seed Company had acquired 300 ha in Tanzania for the production of its imported rice-seed varieties as part of an agreement between China and Tanzania for the construction of an agricultural research centre.
Tanzania	DWS GALOF	Germany	Finance	5,000	Crops		Done	The DWS GALOF fund is offered by Deutsche Bank, but the day-to-day management of the fund is delegated to Duxton Asset Management, based in Singapore. It was launched in 2007, with a running time until 2016, and assets of €110 million. It is currently expanding its 5,000-ha commercial farm in Tanzania, called Mountainside, which produces wheat and barley, as well as 1,200 sheep. DWS claims that the farm yields returns of 30-35%.
Tanzania	Karuturi	India	Agribusiness	311,700	Crops	US$500 million	In process	Bangalore-based Karuturi Global Ltd, founded by Sai Ramakrishna Karuturi, is the world's largest producer of cut flowers. In 2008, Karuturi started to invest in farmland and agricultural production in Africa through it's Dubai holding company, Karuturi Overseas. It began by acquiring a long-term lease on 11,000 ha in the Oromia Region of Ethiopia and 100,000 ha in the Gambela Region, with an option for another 200,000 ha. It intends to produce palm oil and sugar, but primarily rice and wheat for export, and has already worked out a 40,000-tonne-per-year supply agreement with Djibouti, and is negotiating for similar deals with other African countries. Beyond Ethiopia, Karuturi has announced intentions to acquire farmlands in Tanzania and Sudan. In August 2011, Karuturi said it had applied for 1,000 ha in the Rufiji Basin in Tanzania and that it expects eventually to acquire 311,700 ha.
Tanzania	Nirmal Seeds	India	Agribusiness	30,000	Seeds		In process	In August 2011, Nirmal Seed, an Indian seed company, announced that it had requested up to 30,000 ha from the Tanzanian government to establish a seed-farm region that would supply the  eastern and southern African seeds market. The company intends the project to be part of the Government's green-revolution-styled Kilimo Kwanza program. Nirmal already has a rice-seed production farm in Mozambique and a vegetable farm in Ethiopia.
Tanzania	Yes Bank	India	Finance	50,000	Rice, wheat		In process	In June 2009, Reuters reported that India's Yes Bank was teaming up with large Indian rice, wheat and edible-oil processing companies to produce crops in Africa. A company executive told Reuters that the bank was pursuing the acquisition of 30,000-50,000 ha for rice and wheat production in Tanzania, and the construction of a processing plant near the farm. He also said that Yes Bank was considering projects in Mozambique, Malawi, Madagascar, Angola and Namibia.
Tanzania	Export Trading Group 	Singapore	Agribusiness	8,000	Rice		Done	ETG, owned by Kenya's Patel family, is incorporated in Singapore but its farming operations are run through its Mauritian subsidiary, ETG Holdings. The company is one of the largest farmland owners in Africa, with extensive holdings in Tanzania, Mozambique, Zambia and the DRC. It has recently received heavy financial backing from the World Bank's International Finance Corporation and the Standard Chartered Bank of the UK. Some of ETG's farms are structured through Bio-Energy Investments (BEI), a joint venture established in 2006 with South African corporate farm operator Verus Group, in which ETG has a 66% stake. BEI operates a 57,000-ha farm in Zambia that it is in the process of selling to Zambeef, and an 8,000-ha rice farm in Tanzania with 3,500 ha under production. BEI CEO Justin Vermaak says that the company aims to develop 10 more corporate farms in Africa over the next 7 years.
Tanzania	Intrasia Capital	Singapore	Finance	30,000	Rice		Done	Vita Grain is a Singaporean company owned by portfolio investor Intrasia Capital, which has been investing in hybrid rice development and production in Asia, Africa and Australia. The company's African investments in Mauritius, Mozambique and Tanzania are undertaken through a Mauritian holding company. In Tanzania, its subsidiary Tanza Grain Ltd has a 98-year lease on 30,000 ha in the Rufiji Basin. The company says that it has completed trial planting on 2 ha of farmland 15 km west of Bagamoyo bordering the Ruvu River.
Tanzania	Korea Rural Community Corporation	South Korea	Government	100,000	Rice	US$50 million	Done	In August 2010, the Korea Rural Community Corporation signed an MoU with the Rufiji Basin Development Authority to develop a 15,000-ha commercial rice farm in the Rufiji Basin. The US$50-million project was part of a larger bilateral assistance package, which included a US$121-million loan for infrastructure works.  
Tanzania	SEKAB	Sweden	Agribusiness	22,000	Sugar cane		Done	In 2008, Swedish Alcohol Chemistry AB (SEKAB), a corporation owned by three municipalities in northern Sweden, began the implementation of a massive, 200,000-ha project in Tanzania to cultivate sugar cane for the production of ethanol for export to Sweden. SEKAB was also implementing a 15,000-ha sweet-sorghum project in the Cabo Delgado province of Mozambique. Opposition at home and abroad forced the company to back down from its projects, and in 2009 SEKAB sold all its African projects to its former CEO Per Carstedt for a token sum of €40. Carstedt has revived the Tanzania project and is setting up a sugar company, with an 8000-ha sugar-cane plantation and a refinery in Bagamoyo, Tanzania. His company, Bagamoyo EcoEnergy Ltd, is registered in Mauritius. Carstedt has said that he intends to expand eventually to the original 200,000 ha, and has applied for a credit guarantee from the Swedish International Development Agency.
Tanzania	Pharos Financial Group	UAE	Finance	50,000	Rice		In process	In October 2009, Dubai-based Pharos and London-based Miro Holdings International launched the US$350-million Pharos Miros Agricultural Fund to focus on rice farming in Africa and cereal cultivation in eastern Europe. The Fund has a minimum subscription of US$1million and is actively seeking joint ventures with Gulf family-owned conglomerates and sovereign wealth funds. In January 2010, Pharos said that the fund was in the process of securing a 98-year lease on 50,000 ha of land in Tanzania to grow rice in order to secure food supplies for the Gulf countries.
Tanzania	Agrica	UK	Finance	5,818	Rice		Done	Agrica was established by former Financial Times journalist Carter Coleman in 2005 to invest in agricultural projects in Eastern Africa. It has funding from Norfund, the Norwegian Development Bank, African Agricultural Capital and Capricorn Investment Group (a multi-billion-dollar fund based in the US). The fund's first farmland acquisition was of an irrigated farm in Rubada, Tanzania, where it began producing rice in 2008.
Tanzania	AgriSol	US	Agribusiness	325,000	Beef, biofuels, crops, poultry		Done	AgriSol, through a joint venture with Pharos Financial of Dubai and Summit Group of the US, is developing a massive agricultural project on lands identified by the Government of Tanzania in Katuma (80,000 ha) and Mishamo (220,000 ha) in Rukwa province and Lugufu in Kigoma province (25,000 ha). These lands are all former refugee settlements still occupied by refugee families who entered Tanzania decades ago. MoUs have been executed and leases are being negotiated for the Rukwa lands, while an MoU is being prepared for the lands in Kigoma. Two of the three sites (Katumba and Mishamo) are inhabited by Burudian refugees displaced by war in 1972. 
Tanzania	Aslan Global Management	US	Finance	42,000	Crops		Done	Aslan was created by Jes Tarp and Paul Larsen of the US after their experience in setting up farms with other foreign investors in Ukraine. In 2008, they merged four of their Ukrainian farms into a single operation, called Alpha Farm, covering a total of 8,750 ha. In 2009 Tarp and Larsen formed Aslan Global Management to expand their farming operations into Africa. In Mozambique, they established a subsidiary, Rei do Agro Ltda, and acquired a lease on 10,000 ha of land, where they are cultivating 2,000 ha of soybeans and maize. In July 2011, The Guardian (Tanzania) reported that Aslan had acquired 42,000 ha for cash-crop production in Morogoro Region of Tanzania.
Tanzania	CAMS Group	US	Construction	20,000	Sweet sorghum	US$600 million 	In process	In January 2012, the website of US-based CAMS Global stated that the company was negotiating for a long-term lease of 20,000 ha in Tanzania for the development of a pilot project to cultivate sweet sorghum for ethanol production in the districts of Handeni and Bagamoyo. 
Tanzania	TM Plantations	US	Agribusiness	50,000	Oil palm		In process	TM Plantations is a subsidiary of TM Global Holdings, an investment fund set up by Tony Tan that is registered in Delaware, US and that focuses on investments in emerging markets. In July 2007, TM Plantations paid preliminary survey fees to the Kasulu District government of Tanzania to investigate the feasibility of establishing an oil-palm plantation on 50,000 ha, and the company is also pursuing land acquisitions for forestry. In 2007, Colonel Kabenga Nsa-Kaisi, former chief counsellor to Tanzanian President Benjamin Mkapa, was appointed to the board of TM Plantations.
Uganda	Nitol-Niloy Group	Bangladesh	Agribusiness	10,000	Crops	US$12.5 million 	In process	In June 2010, the Bangladeshi company Nitol-Niloy reported that it was in negotiations with Uganda to invest around US$12.5 million to establish a farm on 10,000 ha of land, where 2,500 Bangladeshi farmers would be brought in to work and where 80% of the production would be exported to Bangladesh. An official with Uganda's Ministry of Agriculture, however, denied that the government had offered the company any land, saying only that it had signed the minutes of the meeting of the two sides.
Uganda	Hebei Company	China	Agribusiness	540	Fruit, livestock, maize, rice, vegetables, wheat		In process	In October 2009, the Hebei Company told the Ugandan daily The Observer that it would establish farms for cereals and horticultural crops on 540 ha in Uganda, as well as poultry and sheep farms. It said it plans to expand its operations to 41,000 ha within 10 years.
Uganda	Liu Jianjun	China	Finance	4,000			Done	Liu Jianjun is a former government official who has been facilitating Chinese investment and the establishment of so-called Baoding Villages in various African countries. He has facilitated the acquisition of farmlands in Mozambique, Uganda and other African countries by Chinese investors, publicly stating that the lands are available for 99-year leases at US$1 or less per ha. In 2008, The UK's Daily Telegraph reported that Liu Jianjun himself had acquired 4,000 ha in Uganda for farming. 
